sis-cents € sis-cents € NCCN000 € sˈissˈens
solidifiqués € solidificar € VMSI1S01 € suliðifikˈes
solidifiquéssim € solidificar € VMSI1P02 € suliðifikˈesim
solidifiquessin € solidificar € VMSI3P02 € suliðifikˈesin
solidifiquessis € solidificar € VMSI2S02 € suliðifikˈesis
solidifiquéssiu € solidificar € VMSI2P02 € suliðifikˈesiw
solidifiqueu € solidificar € VMIP2P00 € suliðifikˈɛw
solidifiqueu € solidificar € VMM02P0X € suliðifikˈɛw
solidifiqueu € solidificar € VMSP2P00 € suliðifikˈɛw
solidifiqui € solidificar € VMM03S0Y € suliðifˈiki
solidifiqui € solidificar € VMSP1S0Y € suliðifˈiki
solidifiquí € solidificar € VMIS1S00 € suliðifikˈi
solidifiquin € solidificar € VMM03P0Y € suliðifˈikin
solidifiquin € solidificar € VMSP3P0Y € suliðifˈikin
solidifiquis € solidificar € VMSP2S0Y € suliðifˈikis
solidin € solidar € VMM03P0Y € sulˈiðin
solidin € solidar € VMSP3P0Y € sulˈiðin
solidis € solidar € VMSP2S0Y € sulˈiðis
soliditat € soliditat € NCFS000 € suliðitˈat
soliditats € soliditat € NCFP000 € suliðitˈats
solido € solidar € VMIP1S0C € sulˈiðu
sòlids € sòlid € AQ0MP0 € sˈɔlits
sòlids € sòlid € NCMP000 € sˈɔlits
solíem € soler € VMII1P00 € sulˈiəm
solien € soler € VMII3P00 € sulˈiən
solies € soler € VMII2S00 € sulˈiəs
solíeu € soler € VMII2P00 € sulˈiəw
solifluxió € solifluxió € NCFS000 € sˌɔlifluksiˈo
solifluxions € solifluxió € NCFP000 € sulifluksiˈons
solífug € solífug € NCMS000 € sulˈifuk
solífugs € solífug € NCMP000 € sulˈifuks
Solikamsk € Solikamsk € NPCSG00 € sulikˈamsk
soliloqui € soliloqui € NCMS000 € sulilˈɔki
soliloquis € soliloqui € NCMP000 € sulilˈɔkis
solin € solar € VMM03P0Y € sˈɔlin
solin € solar € VMSP3P0Y € sˈɔlin
Solingen € Solingen € NPCSG00 € sulˈinʒən
solípede € solípede € AQ0CS0 € sulˈipəðə
solípedes € solípede € AQ0CP0 € sulˈipəðəs
solipsisme € solipsisme € NCMS000 € sulipsˈizmə
solipsismes € solipsisme € NCMP000 € sulipsˈizməs
solipsista € solipsista € AQ0CS0 € sulipsˈistə
solipsista € solipsista € NCCS000 € sulipsˈistə
solipsistes € solipsista € AQ0CP0 € sulipsˈistəs
solipsistes € solipsista € NCCP000 € sulipsˈistəs
solis € solar € VMSP2S0Y € sˈɔlis
solis € soli € NCMP000 € sˈɔlis
solista € solista € AQ0CS0 € sulˈistə
solista € solista € NCCS000 € sulˈistə
solistes € solista € AQ0CP0 € sulˈistəs
solistes € solista € NCCP000 € sulˈistəs
sòlit € sòlit € AQ0MS0 € sˈɔlit
sòlita € sòlit € AQ0FS0 € sˈɔlitə
solitari € solitari € AQ0MS0 € sulitˈaɾi
solitari € solitari € NCMS000 € sulitˈaɾi
solitària € solitari € AQ0FS0 € sulitˈaɾiə
solitàriament € solitàriament € ZRG € sulitˈaɾiəmˈen
solitàries € solitari € AQ0FP0 € sulitˈaɾiəs
solitaris € solitari € AQ0MP0 € sulitˈaɾis
solitaris € solitari € NCMP000 € sulitˈaɾis
sòlites € sòlit € AQ0FP0 € sˈɔlitəs
solitó € solitó € NCMS000 € sulitˈo
solitons € solitó € NCMP000 € sulitˈons
sòlits € sòlit € AQ0MP0 € sˈɔlits
solitud € solitud € NCFS000 € sulitˈut
solituds € solitud € NCFP000 € sulitˈuts
soliu € soliu € AQ0MS0 € sulˈiw
soliua € soliu € AQ0FS0 € sulˈiwə
soliues € soliu € AQ0FP0 € sulˈiwəs
Solius € Solius € NPCSG00 € sulˈiws
solius € soliu € AQ0MP0 € sulˈiws
Soliva € Soliva € NPCNSP0 € sulˈiβə
Solivella € Solivella € NPCNSP0 € suliβˈeʎə
solivellenc € solivellenc € AQ0MS0 € suliβəʎˈɛŋ
solivellenc € solivellenc € NCMS000 € suliβəʎˈɛŋ
solivellenca € solivellenc € AQ0FS0 € suliβəʎˈɛŋkə
solivellenca € solivellenc € NCFS000 € suliβəʎˈɛŋkə
Soliveta € Soliveta € NPCSG00 € suliβˈɛtə
Soljenitsin € Soljenitsin € NPCNSP0 € sulʒənˈitsin
soll € soll € NCFS000 € sˈoʎ
solla € sollar € VMIP3S00 € sˈɔʎə
solla € sollar € VMM02S00 € sˈɔʎə
sollà € sollar € VMIS3S00 € suʎˈa
sollada € sollar € VMP00SF0 € suʎˈaðə
sollades € sollar € VMP00PF0 € suʎˈaðəs
sollament € sollament € NCMS000 € suʎəmˈen
sollaments € sollament € NCMP000 € suʎəmˈens
Sollana € Sollana € NPFSG00 € suʎˈanə
sollaner € sollaner € AQ0MS0 € suʎənˈe
sollant € sollar € VMG00000 € suʎˈan
sollar € sollar € VMN00000 € suʎˈa
sollarà € sollar € VMIF3S00 € suʎəɾˈa
sollaran € sollar € VMIF3P00 € suʎəɾˈan
sollaràs € sollar € VMIF2S00 € suʎəɾˈas
sollaré € sollar € VMIF1S00 € suʎəɾˈe
sollarem € sollar € VMIF1P00 € suʎəɾˈɛm
sollàrem € sollar € VMIS1P00 € suʎˈaɾəm
sollaren € sollar € VMIS3P00 € suʎˈaɾən
sollares € sollar € VMIS2S00 € suʎˈaɾəs
sollareu € sollar € VMIF2P00 € suʎəɾˈɛw
sollàreu € sollar € VMIS2P00 € suʎˈaɾəw
sollaria € sollar € VMCC1S00 € suʎəɾˈiə
sollaríem € sollar € VMCC1P00 € suʎəɾˈiəm
sollarien € sollar € VMCC3P00 € suʎəɾˈiən
sollaries € sollar € VMCC2S00 € suʎəɾˈiəs
sollaríeu € sollar € VMCC2P00 € suʎəɾˈiəw
sollat € sollar € VMP00SM0 € suʎˈat
sollats € sollar € VMP00PM0 € suʎˈats
sollava € sollar € VMII1S00 € suʎˈaβə
sollàvem € sollar € VMII1P00 € suʎˈaβəm
sollaven € sollar € VMII3P00 € suʎˈaβən
sollaves € sollar € VMII2S00 € suʎˈaβəs
sollàveu € sollar € VMII2P00 € suʎˈaβəw
sollem € sollar € VMIP1P00 € suʎˈɛm
sollem € sollar € VMM01P00 € suʎˈɛm
sollem € sollar € VMSP1P00 € suʎˈɛm
sollen € sollar € VMIP3P00 € sˈɔʎən
Sóller € Sóller € NPCSG00 € sˈoʎə
Solleric € Solleric € NPCSG00 € suʎəɾˈik
solleric € solleric € AQ0MS0 € suʎəɾˈik
solleric € solleric € NCMS000 € suʎəɾˈik
sollerica € solleric € AQ0FS0 € suʎəɾˈikə
sollerica € solleric € NCFS000 € suʎəɾˈikə
sollerics € solleric € AQ0MP0 € suʎəɾˈiks
sollerics € solleric € NCMP000 € suʎəɾˈiks
solleriques € solleric € AQ0FP0 € suʎəɾˈikəs
solleriques € solleric € NCFP000 € suʎəɾˈikəs
solles € sollar € VMIP2S00 € sˈɔʎəs
sollés € sollar € VMSI1S01 € suʎˈes
solléssim € sollar € VMSI1P02 € suʎˈesim
sollessin € sollar € VMSI3P02 € suʎˈesin
sollessis € sollar € VMSI2S02 € suʎˈesis
solléssiu € sollar € VMSI2P02 € suʎˈesiw
solleu € sollar € VMIP2P00 € suʎˈɛw
solleu € sollar € VMM02P0X € suʎˈɛw
solleu € sollar € VMSP2P00 € suʎˈɛw
solleva € sollevar € VMIP3S00 € suʎˈeβə
solleva € sollevar € VMM02S00 € suʎˈeβə
sollevà € sollevar € VMIS3S00 € suʎəβˈa
sollevada € sollevar € VMP00SF0 € suʎəβˈaðə
sollevades € sollevar € VMP00PF0 € suʎəβˈaðəs
sollevament € sollevament € NCMS000 € suʎəβəmˈen
sollevaments € sollevament € NCMP000 € suʎəβəmˈens
sollevant € sollevar € VMG00000 € suʎəβˈan
sollevar € sollevar € VMN00000 € suʎəβˈa
sollevarà € sollevar € VMIF3S00 € suʎəβəɾˈa
sollevaran € sollevar € VMIF3P00 € suʎəβəɾˈan
sollevaràs € sollevar € VMIF2S00 € suʎəβəɾˈas
sollevaré € sollevar € VMIF1S00 € suʎəβəɾˈe
sollevarem € sollevar € VMIF1P00 € suʎəβəɾˈɛm
sollevàrem € sollevar € VMIS1P00 € suʎəβˈaɾəm
sollevaren € sollevar € VMIS3P00 € suʎəβˈaɾən
sollevares € sollevar € VMIS2S00 € suʎəβˈaɾəs
sollevareu € sollevar € VMIF2P00 € suʎəβəɾˈɛw
sollevàreu € sollevar € VMIS2P00 € suʎəβˈaɾəw
sollevaria € sollevar € VMCC1S00 € suʎəβəɾˈiə
sollevaríem € sollevar € VMCC1P00 € suʎəβəɾˈiəm
sollevarien € sollevar € VMCC3P00 € suʎəβəɾˈiən
sollevaries € sollevar € VMCC2S00 € suʎəβəɾˈiəs
sollevaríeu € sollevar € VMCC2P00 € suʎəβəɾˈiəw
sollevat € sollevar € VMP00SM0 € suʎəβˈat
sollevats € sollevar € VMP00PM0 € suʎəβˈats
sollevava € sollevar € VMII1S00 € suʎəβˈaβə
sollevàvem € sollevar € VMII1P00 € suʎəβˈaβəm
sollevaven € sollevar € VMII3P00 € suʎəβˈaβən
sollevaves € sollevar € VMII2S00 € suʎəβˈaβəs
sollevàveu € sollevar € VMII2P00 € suʎəβˈaβəw
sollevem € sollevar € VMIP1P00 € suʎəβˈɛm
sollevem € sollevar € VMM01P00 € suʎəβˈɛm
sollevem € sollevar € VMSP1P00 € suʎəβˈɛm
solleven € sollevar € VMIP3P00 € suʎˈeβən
solleves € sollevar € VMIP2S00 € suʎˈeβəs
sollevés € sollevar € VMSI1S01 € suʎəβˈes
sollevéssim € sollevar € VMSI1P02 € suʎəβˈesim
sollevessin € sollevar € VMSI3P02 € suʎəβˈesin
sollevessis € sollevar € VMSI2S02 € suʎəβˈesis
sollevéssiu € sollevar € VMSI2P02 € suʎəβˈesiw
solleveu € sollevar € VMIP2P00 € suʎəβˈɛw
solleveu € sollevar € VMM02P0X € suʎəβˈɛw
solleveu € sollevar € VMSP2P00 € suʎəβˈɛw
sollevi € sollevar € VMM03S0Y € suʎˈeβi
sollevi € sollevar € VMSP1S0Y € suʎˈeβi
solleví € sollevar € VMIS1S00 € suʎəβˈi
sollevin € sollevar € VMM03P0Y € suʎˈeβin
sollevin € sollevar € VMSP3P0Y € suʎˈeβin
sollevis € sollevar € VMSP2S0Y € suʎˈeβis
sollevo € sollevar € VMIP1S0C € suʎˈeβu
solli € sollar € VMM03S0Y € sˈɔʎi
solli € sollar € VMSP1S0Y € sˈɔʎi
sollí € sollar € VMIS1S00 € suʎˈi
sollim € sollim € NCMS000 € suʎˈim
sollims € sollim € NCMP000 € suʎˈims
sollin € sollar € VMM03P0Y € sˈɔʎin
sollin € sollar € VMSP3P0Y € sˈɔʎin
sollis € sollar € VMSP2S0Y € sˈɔʎis
sollo € sollar € VMIP1S0C € sˈɔʎu
solls € soll € NCFP000 € sˈoʎs
solmització € solmització € NCFS000 € sulmidzəsiˈo
solmitzacions € solmització € NCFP000 € sulmidzəsiˈons
solmitzar € solmitzar € VMN00000 € sulmidzˈa
Solna € Solna € NPCSG00 € sˈɔlnə
solo € solar € VMIP1S0C € sˈɔlu
solo € solo € NCMS000 € sˈɔlu
Soló € Soló € NPMSSP0 € sulˈo
solod € solod € NCMS000 € sulˈɔt
solods € solod € NCMP000 € sulˈɔts
solonetz € solonetz € NCMS000 € sulunˈɛdz
solonetzs € solonetz € NCMP000 € sulunˈɛdzs
solontxac € solontxac € NCMS000 € suluntʃˈak
solontxacs € solontxac € NCMP000 € suluntʃˈaks
solos € solo € NCMP000 € sˈɔlus
Solothurn € Solothurn € NPCSG00 € sulutˈurn
solpostada € solpostada € NCFS000 € sˌɔlpustˈaðə
solpostades € solpostada € NCFP000 € sulpustˈaðəs
solquem € solcar € VMIP1P00 € sulkˈɛm
solquem € solcar € VMM01P00 € sulkˈɛm
solquem € solcar € VMSP1P00 € sulkˈɛm
solquen € solcar € VMIP3P00 € sˈɔlkən
solques € solcar € VMIP2S00 € sˈɔlkəs
solqués € solcar € VMSI1S01 € sulkˈes
solquéssim € solcar € VMSI1P02 € sulkˈesim
solquessin € solcar € VMSI3P02 € sulkˈesin
solquessis € solcar € VMSI2S02 € sulkˈesis
solquéssiu € solcar € VMSI2P02 € sulkˈesiw
solqueu € solcar € VMIP2P00 € sulkˈɛw
solqueu € solcar € VMM02P0X € sulkˈɛw
solqueu € solcar € VMSP2P00 € sulkˈɛw
solqui € solcar € VMM03S0Y € sˈɔlki
solqui € solcar € VMSP1S0Y € sˈɔlki
solquí € solcar € VMIS1S00 € sulkˈi
solquin € solcar € VMM03P0Y € sˈɔlkin
solquin € solcar € VMSP3P0Y € sˈɔlkin
solquis € solcar € VMSP2S0Y € sˈɔlkis
solraig € solraig € NCMS000 € sulrˈatʃ
solraigs € solraig € NCMP000 € sulrˈatʃs
solrajos € solraig € NCMP000 € sulrˈaʒus
Sols € Sol € NPMPSP0 € sˈɔls
sols € sol € AQ0MP0 € sˈɔls
sols € sol € NCMP000 € sˈɔls
sols € soler € VMIP2S00 € sˈɔls
sols € sols € ZRG € sˈɔls
sòls € sòl € NCMP000 € sˈɔls
solseix € solsir € VMIP3S00 € sulsˈɛʃ
solseix € solsir € VMM02S00 € sulsˈɛʃ
solseixen € solsir € VMIP3P00 € sulsˈɛʃən
solseixes € solsir € VMIP2S00 € sulsˈɛʃəs
solseixi € solsir € VMM03S0Y € sulsˈɛʃi
solseixi € solsir € VMSP1S0Y € sulsˈɛʃi
solseixin € solsir € VMM03P0Y € sulsˈɛʃin
solseixin € solsir € VMSP3P0Y € sulsˈɛʃin
solseixis € solsir € VMSP2S0Y € sulsˈɛʃis
solseixo € solsir € VMIP1S0C € sulsˈɛʃu
solsí € solsir € VMIS1S00 € sulsˈi
solsia € solsir € VMII1S00 € sulsˈiə
solsida € solsir € VMP00SF0 € sulsˈiðə
solsidar € solsidar € NCMS000 € sulsiðˈa
solsidars € solsidar € NCMP000 € sulsiðˈas
solsides € solsir € VMP00PF0 € sulsˈiðəs
solsíem € solsir € VMII1P00 € sulsˈiəm
solsien € solsir € VMII3P00 € sulsˈiən
solsies € solsir € VMII2S00 € sulsˈiəs
solsíeu € solsir € VMII2P00 € sulsˈiəw
solsim € solsir € VMIP1P00 € sulsˈim
solsim € solsir € VMM01P00 € sulsˈim
solsim € solsir € VMSP1P00 € sulsˈim
solsint € solsir € VMG00000 € sulsˈin
solsir € solsir € VMN00000 € sulsˈi
solsirà € solsir € VMIF3S00 € sulsiɾˈa
solsiran € solsir € VMIF3P00 € sulsiɾˈan
solsiràs € solsir € VMIF2S00 € sulsiɾˈas
solsiré € solsir € VMIF1S00 € sulsiɾˈe
solsirem € solsir € VMIF1P00 € sulsiɾˈɛm
solsírem € solsir € VMIS1P00 € sulsˈiɾəm
solsiren € solsir € VMIS3P00 € sulsˈiɾən
solsires € solsir € VMIS2S00 € sulsˈiɾəs
solsireu € solsir € VMIF2P00 € sulsiɾˈɛw
solsíreu € solsir € VMIS2P00 € sulsˈiɾəw
solsiria € solsir € VMCC1S00 € sulsiɾˈiə
solsiríem € solsir € VMCC1P00 € sulsiɾˈiəm
solsirien € solsir € VMCC3P00 € sulsiɾˈiən
solsiries € solsir € VMCC2S00 € sulsiɾˈiəs
solsiríeu € solsir € VMCC2P00 € sulsiɾˈiəw
solsís € solsir € VMSI1S01 € sulsˈis
solsíssim € solsir € VMSI1P02 € sulsˈisim
solsissin € solsir € VMSI3P02 € sulsˈisin
solsissis € solsir € VMSI2S02 € sulsˈisis
solsíssiu € solsir € VMSI2P02 € sulsˈisiw
solsit € solsir € VMP00SM0 € sulsˈit
solsits € solsir € VMP00PM0 € sulsˈits
solsiu € solsir € VMIP2P00 € sulsˈiw
solsiu € solsir € VMM02P00 € sulsˈiw
solsiu € solsir € VMSP2P00 € sulsˈiw
Solsona € Solsona € NPCNSP0 € sulsˈonə
solsonenc € solsonenc € AQ0MS0 € sulsunˈɛŋ
solsonenca € solsonenc € AQ0FS0 € sulsunˈɛŋkə
solsonencs € solsonenc € AQ0MP0 € sulsunˈɛŋs
solsonenques € solsonenc € AQ0FP0 € sulsunˈɛŋkəs
Solsonès € Solsonès € NPMSG00 € sulsunˈɛs
solsoní € solsoní € AQ0MS0 € sulsunˈi
solsoní € solsoní € NCMS000 € sulsunˈi
solsonina € solsonina € NCFS000 € sulsunˈinə
solsonina € solsoní € AQ0FS0 € sulsunˈinə
solsonines € solsonina € NCFP000 € sulsunˈinəs
solsonines € solsoní € AQ0FP0 € sulsunˈinəs
solsonins € solsoní € AQ0MP0 € sulsunˈins
solsonins € solsoní € NCMP000 € sulsunˈins
solstici € solstici € NCMS000 € sulstˈisi
solsticial € solsticial € AQ0CS0 € sulstisiˈal
solsticials € solsticial € AQ0CP0 € sulstisiˈals
solsticis € solstici € NCMP000 € sulstˈisis
solt € solt € AQ0MS0 € sˈɔl
solta € solt € AQ0FS0 € sˈɔltə
solta € solta € NCFS000 € sˈɔltə
solta € soltar € VMIP3S00 € sˈɔltə
solta € soltar € VMM02S00 € sˈɔltə
soltà € soltar € VMIS3S00 € sultˈa
soltada € soltar € VMP00SF0 € sultˈaðə
soltades € soltar € VMP00PF0 € sultˈaðəs
soltament € soltament € ZRG € sˈɔltəmˈen
soltant € soltar € VMG00000 € sultˈan
soltar € soltar € VMN00000 € sultˈa
soltarà € soltar € VMIF3S00 € sultəɾˈa
soltaran € soltar € VMIF3P00 € sultəɾˈan
soltaràs € soltar € VMIF2S00 € sultəɾˈas
soltaré € soltar € VMIF1S00 € sultəɾˈe
soltarem € soltar € VMIF1P00 € sultəɾˈɛm
soltàrem € soltar € VMIS1P00 € sultˈaɾəm
soltaren € soltar € VMIS3P00 € sultˈaɾən
soltares € soltar € VMIS2S00 € sultˈaɾəs
soltareu € soltar € VMIF2P00 € sultəɾˈɛw
soltàreu € soltar € VMIS2P00 € sultˈaɾəw
soltaria € soltar € VMCC1S00 € sultəɾˈiə
soltaríem € soltar € VMCC1P00 € sultəɾˈiəm
soltarien € soltar € VMCC3P00 € sultəɾˈiən
soltaries € soltar € VMCC2S00 € sultəɾˈiəs
soltaríeu € soltar € VMCC2P00 € sultəɾˈiəw
soltat € soltar € VMP00SM0 € sultˈat
soltats € soltar € VMP00PM0 € sultˈats
soltava € soltar € VMII1S00 € sultˈaβə
soltàvem € soltar € VMII1P00 € sultˈaβəm
soltaven € soltar € VMII3P00 € sultˈaβən
soltaves € soltar € VMII2S00 € sultˈaβəs
soltàveu € soltar € VMII2P00 € sultˈaβəw
soltem € soltar € VMIP1P00 € sultˈɛm
soltem € soltar € VMM01P00 € sultˈɛm
soltem € soltar € VMSP1P00 € sultˈɛm
solten € soltar € VMIP3P00 € sˈɔltən
solter € solter € AQ0MS0 € sultˈe
solter € solter € NCMS000 € sultˈe
soltera € solter € AQ0FS0 € sultˈeɾə
soltera € soltera € NCFS000 € sultˈeɾə
solteres € solter € AQ0FP0 € sultˈeɾəs
solteres € soltera € NCFP000 € sultˈeɾəs
solteria € solteria € NCFS000 € sultəɾˈiə
solteries € solteria € NCFP000 € sultəɾˈiəs
solters € solter € AQ0MP0 € sultˈes
solters € solter € NCMP000 € sultˈes
soltes € solt € AQ0FP0 € sˈɔltəs
soltes € solta € NCFP000 € sˈɔltəs
soltes € soltar € VMIP2S00 € sˈɔltəs
soltés € soltar € VMSI1S01 € sultˈes
soltesa € soltesa € NCFS000 € sultˈɛzə
solteses € soltesa € NCFP000 € sultˈɛzəs
soltéssim € soltar € VMSI1P02 € sultˈesim
soltessin € soltar € VMSI3P02 € sultˈesin
soltessis € soltar € VMSI2S02 € sultˈesis
soltéssiu € soltar € VMSI2P02 € sultˈesiw
solteu € soltar € VMIP2P00 € sultˈɛw
solteu € soltar € VMM02P0X € sultˈɛw
solteu € soltar € VMSP2P00 € sultˈɛw
solti € soltar € VMM03S0Y € sˈɔlti
solti € soltar € VMSP1S0Y € sˈɔlti
soltí € soltar € VMIS1S00 € sultˈi
soltin € soltar € VMM03P0Y € sˈɔltin
soltin € soltar € VMSP3P0Y € sˈɔltin
soltis € soltar € VMSP2S0Y € sˈɔltis
solto € soltar € VMIP1S0C € sˈɔltu
solts € solt € AQ0MP0 € sˈɔls
solubilitat € solubilitat € NCFS000 € suluβilitˈat
solubilitats € solubilitat € NCFP000 € suluβilitˈats
